child_id,name,min,s,time,zem,cat,brush,tima,gimo,ball,manu,car,utterance
XS_1639,brush,6,49.4,409.4,NA,NA,1,NA,NA,NA,NA,NA,
XS_1639,zem,7,20.5,440.5,NA,NA,NA,NA,NA,NA,NA,1,do you like the zem?
XS_1639,zem,7,28.5,448.5,NA,NA,NA,NA,NA,NA,NA,NA,oh on your face yeah good job you did it with the yellow zem.
XS_1639,brush,7,42.6,462.6,NA,NA,1,NA,NA,NA,NA,NA,oh that's the brush.
XS_1639,car,8,18.2,498.2,NA,NA,NA,NA,NA,NA,NA,NA,the car got you.
XS_1639,car,8,24.9,504.9,NA,NA,NA,NA,NA,NA,NA,NA,the car got you.
XS_1639,brush,8,30.6,510.6,NA,NA,NA,NA,NA,NA,NA,NA,you still have the brush huh?
XS_1639,zem,8,35.2,515.2,NA,NA,NA,NA,NA,NA,NA,NA,hey look I got the zem that goes [xxx].
XS_1639,zem,8,51.2,531.2,1,NA,NA,NA,NA,NA,NA,NA,let's get the zem.
XS_1639,ball,9,9,549,1,NA,NA,NA,NA,NA,NA,NA,can you get the ball?
XS_1639,ball,9,12,552,NA,NA,NA,NA,NA,NA,NA,NA,where's our ball?
XS_1639,car,10,0.3,600.3,NA,NA,NA,NA,NA,NA,NA,NA,let's see can you play with the car for a second?
XS_1639,ball,10,35.6,635.6,NA,NA,NA,NA,NA,NA,NA,NA,let's get the ball.
XS_1639,ball,10,37.4,637.4,NA,NA,NA,NA,NA,NA,NA,NA,I'm gonna get the purple ball.
XS_1639,ball,10,40.3,640.3,NA,NA,NA,NA,NA,NA,NA,NA,I'm gonna get the ball.
XS_1639,ball,10,41.9,641.9,NA,NA,NA,NA,NA,NA,NA,NA,I'm gonna get the ball.
XS_1639,ball,10,49.9,649.9,NA,NA,NA,NA,NA,1,NA,NA,where'd the ball go?
XS_1639,ball,10,52.2,652.2,NA,NA,NA,NA,NA,NA,NA,NA,where'd the ball go?
XS_1639,ball,10,55.2,655.2,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1639,ball,11,11.7,671.7,NA,NA,NA,NA,NA,1,NA,NA,where's the ball?
XS_1639,ball,11,13.2,673.2,NA,NA,NA,NA,NA,1,NA,NA,where's the ball?
XS_1639,ball,11,19.6,679.6,NA,NA,NA,NA,NA,NA,NA,NA,where's the ball?
XS_1639,ball,11,25.8,685.8,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1639,tima,11,52,712,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1639,tima,12,6.1,726.1,NA,NA,NA,NA,NA,NA,1,NA,oh the tima.
XS_1639,ball,12,17.2,737.2,NA,NA,NA,NA,NA,NA,NA,NA,hey what happened to our ball?
XS_1639,manu,12,22.3,742.3,NA,NA,NA,NA,NA,NA,NA,NA,oh a manu.
XS_1639,manu,12,25.1,745.1,NA,NA,NA,NA,NA,NA,NA,NA,a manu.
XS_1639,ball,12,32.5,752.5,NA,NA,NA,NA,NA,NA,NA,NA,can you find our ball?
XS_1639,ball,12,38.2,758.2,NA,NA,NA,NA,NA,NA,NA,NA,there's the purple ball.
XS_1639,ball,13,45.5,825.5,NA,NA,NA,NA,NA,1,NA,NA,here comes purple ball.
XS_1639,ball,13,47.6,827.6,NA,NA,NA,NA,NA,1,NA,NA,purple ball.
XS_1639,ball,13,56.8,836.8,NA,NA,NA,NA,NA,NA,NA,NA,let's see where's the ball?
XS_1639,ball,14,0.7,840.7,NA,NA,NA,NA,NA,NA,1,NA,can you throw the ball?
XS_1639,ball,14,3.2,843.2,NA,NA,NA,NA,NA,NA,1,NA,throw me the ball.
XS_1639,ball,14,23,863,NA,NA,NA,NA,NA,NA,NA,NA,all right can you throw me the ball?
XS_1639,ball,14,24.7,864.7,NA,NA,NA,NA,NA,NA,NA,NA,throw me the ball.
XS_1639,ball,14,42.8,882.8,NA,NA,NA,NA,NA,NA,NA,1,kick the ball.
