child_id,name,min,s,time,zem,cat,brush,tima,gimo,ball,manu,car,utterance
XS_0826,ball,5,10.3,310.3,NA,NA,NA,NA,NA,NA,NA,1,you got the ball.
XS_0826,car,5,29.7,329.7,NA,NA,NA,NA,NA,NA,NA,NA,there's a car.
XS_0826,ball,5,49.2,349.2,NA,NA,NA,NA,NA,1,NA,NA,I'm gonna go get the ball.
XS_0826,car,6,24.9,384.9,NA,NA,NA,NA,NA,NA,NA,NA,here's a car.
XS_0826,car,6,33.4,393.4,NA,NA,NA,NA,NA,1,NA,NA,let's put the car up the ball.
XS_0826,ball,6,34.3,394.3,NA,NA,1,NA,NA,1,NA,NA,
XS_0826,brush,6,37.2,397.2,NA,NA,1,NA,NA,NA,NA,NA,here's a brush.
XS_0826,brush,6,48.3,408.3,NA,NA,NA,NA,NA,NA,NA,NA,[xxx] brush for washing dishes.
XS_1201,ball,0,32.6,32.6,NA,NA,NA,NA,NA,1,NA,NA,is that a ball?
XS_1201,ball,0,35.4,35.4,NA,NA,NA,NA,NA,1,NA,NA,a little baby soccer ball.
XS_1201,ball,0,44.1,44.1,NA,NA,NA,NA,NA,1,NA,NA,do you want to go get the ball?
XS_1201,zem,1,40.8,100.8,NA,NA,NA,NA,NA,1,NA,NA,can you say zem.
XS_1201,ball,1,42.6,102.6,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1201,ball,2,30.1,150.1,NA,NA,NA,NA,NA,NA,NA,NA,and the ball.
XS_1201,car,2,31.4,151.4,NA,NA,NA,NA,NA,NA,NA,NA,oh you want the car or the toothbrush?
XS_1201,brush,2,32.2,152.2,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1201,brush,2,49.6,169.6,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1201,brush,2,52.2,172.2,NA,NA,NA,NA,NA,NA,NA,NA,brush brush.
XS_1201,brush,2,52.5,172.5,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1201,manu,4,11.7,251.7,NA,NA,NA,NA,NA,NA,NA,NA,call it a manu.
XS_1201,brush,4,26.4,266.4,NA,NA,1,NA,NA,NA,NA,NA,
XS_1201,brush,4,26.7,266.7,NA,NA,1,NA,NA,NA,NA,NA,brush brush brush brush.
XS_1201,brush,4,27,267,NA,NA,1,NA,NA,NA,NA,NA,
XS_1201,brush,4,27.4,267.4,NA,NA,1,NA,NA,NA,NA,NA,
XS_1201,brush,4,28.1,268.1,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1201,brush,4,28.5,268.5,NA,NA,NA,NA,NA,NA,NA,NA,brush brush brush.
XS_1201,brush,4,28.9,268.9,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1201,brush,4,29.7,269.7,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1201,brush,4,30.1,270.1,NA,NA,NA,NA,NA,NA,NA,NA,brush brush.
XS_1201,brush,4,30.5,270.5,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1201,car,4,52.1,292.1,NA,NA,NA,NA,NA,NA,NA,1,is that the car?
XS_1201,car,4,55.5,295.5,NA,NA,NA,NA,NA,NA,NA,1,you like the car.
XS_1201,car,5,5.3,305.3,1,NA,NA,NA,NA,NA,NA,NA,do cars go fast?
XS_1205,ball,0,2.3,2.3,NA,NA,NA,NA,NA,1,NA,NA,look I have the ball.
XS_1205,zem,0,5.1,5.1,1,NA,NA,NA,NA,NA,NA,NA,this is called zem.
XS_1205,ball,0,12.9,12.9,NA,NA,NA,NA,NA,1,NA,NA,there's the ball.
XS_1205,ball,1,24.7,84.7,NA,NA,NA,NA,NA,NA,NA,NA,can you get the ball?
XS_1205,ball,1,25.9,85.9,NA,NA,NA,NA,NA,1,NA,NA,can you walk to the ball?
XS_1205,ball,1,28,88,NA,NA,NA,NA,NA,1,NA,NA,you want to pick up the ball?
XS_1205,ball,1,41.8,101.8,1,NA,NA,NA,NA,NA,NA,NA,can you kick the ball?
XS_1205,zem,1,55.2,115.2,1,NA,NA,NA,NA,1,NA,NA,kick the zem.
XS_1205,ball,2,8.8,128.8,NA,NA,NA,NA,NA,1,NA,NA,go get the ball.
XS_1205,zem,2,12.5,132.5,1,NA,NA,NA,NA,1,NA,NA,oh the zem.
XS_1205,car,2,48.6,168.6,NA,NA,NA,NA,NA,NA,1,NA,there's a car.
XS_1205,manu,2,49.7,169.7,NA,NA,NA,NA,NA,NA,1,NA,and a manu.
XS_1205,car,3,32.4,212.4,NA,NA,NA,NA,NA,NA,NA,1,or do you want to see the car?
XS_1205,car,3,43.4,223.4,NA,NA,NA,NA,NA,NA,1,1,the car actually squeaks doesn't it?
XS_1205,manu,4,48.2,288.2,NA,NA,NA,NA,NA,NA,1,NA,that's called a manu.
XS_1205,car,7,28.1,448.1,NA,NA,NA,NA,NA,NA,NA,1,do you want to play with the car still?
XS_1205,tima,8,15.4,495.4,NA,NA,1,1,NA,NA,NA,NA,there's a tima.
XS_1205,brush,8,16.4,496.4,NA,NA,1,1,NA,NA,NA,NA,and a brush.
XS_1205,brush,8,17.1,497.1,NA,NA,1,NA,NA,NA,NA,NA,can you brush them?
XS_1205,brush,9,13.2,553.2,NA,NA,1,NA,NA,NA,NA,NA,are you gonna go brush the door?
XS_1205,brush,9,31.8,571.8,NA,NA,1,NA,NA,NA,NA,NA,are you brushing the door?
XS_1205,brush,10,6.3,606.3,NA,NA,NA,NA,NA,NA,NA,NA,what else can you do with a brush?
XS_1205,brush,10,39.8,639.8,NA,NA,1,1,NA,NA,NA,NA,it does look like a toothbrush.
XS_1205,brush,12,10.5,730.5,NA,NA,1,NA,NA,NA,NA,NA,brush brush brush brush brush.
XS_1205,brush,12,10.8,730.8,NA,NA,NA,1,NA,NA,NA,NA,
XS_1205,brush,12,11,731,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1205,brush,12,11.2,731.2,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1205,brush,12,11.5,731.5,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1205,brush,12,12.8,732.8,NA,NA,NA,NA,NA,NA,NA,NA,brush brush brush.
XS_1205,brush,12,13,733,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1205,brush,12,13.2,733.2,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1205,brush,12,13.7,733.7,NA,NA,NA,NA,NA,NA,NA,NA,I'm gonna brush your toes.
XS_1205,brush,18,21.3,1101.3,NA,NA,1,NA,NA,NA,NA,NA,can you brush the door?
XS_1208,ball,0,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,where's the ball?
XS_1208,ball,0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,go get the ball.
XS_1208,ball,0,26.7,26.7,NA,NA,NA,NA,NA,1,NA,NA,get the ball.
XS_1208,ball,0,27.5,27.5,NA,NA,NA,NA,NA,NA,NA,NA,get the ball.
XS_1208,ball,0,36.7,36.7,NA,NA,NA,NA,NA,NA,NA,NA,can you grab the ball?
XS_1208,ball,0,49.6,49.6,NA,NA,NA,NA,NA,NA,NA,NA,can you throw the ball?
XS_1208,ball,0,53.7,53.7,NA,NA,NA,NA,NA,NA,NA,NA,can you throw the ball to me?
XS_1208,zem,1,11.2,71.2,NA,NA,NA,NA,NA,NA,NA,NA,look at this zem.
XS_1208,ball,1,24.9,84.9,NA,NA,NA,NA,NA,NA,NA,NA,you want the ball?
XS_1208,ball,1,26,86,NA,NA,NA,NA,NA,NA,NA,NA,the ball?
XS_1208,car,1,51.6,111.6,NA,NA,NA,NA,NA,NA,1,NA,we've got a car.
XS_1208,manu,1,53,113,NA,NA,NA,NA,NA,NA,NA,NA,and a manu.
XS_1208,car,1,54.7,114.7,NA,NA,NA,NA,NA,NA,NA,NA,a car and a manu.
XS_1208,manu,1,55.4,115.4,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1208,car,2,50.3,170.3,NA,NA,NA,NA,NA,NA,1,NA,that is a good squeaky car isn't it?
XS_1208,car,2,52.7,172.7,NA,NA,NA,NA,NA,NA,NA,NA,push the car.
XS_1208,manu,3,17.4,197.4,NA,NA,NA,NA,NA,NA,NA,NA,that's called a manu.
XS_1208,car,4,27.4,267.4,NA,NA,NA,NA,NA,NA,NA,NA,can you push the car to me?
XS_1208,car,4,28.9,268.9,NA,NA,NA,NA,NA,NA,NA,NA,can you push the car over to me?
XS_1208,manu,4,44.4,284.4,NA,NA,NA,NA,NA,NA,NA,NA,that's called a manu.
XS_1208,manu,5,54.9,354.9,NA,NA,NA,NA,NA,NA,NA,NA,that's a manu.
XS_1208,manu,5,56.7,356.7,NA,NA,NA,NA,NA,NA,NA,NA,it's a manu.
XS_1208,manu,5,58.7,358.7,NA,NA,NA,NA,NA,NA,NA,NA,it's a broken manu.
XS_1208,car,6,47.1,407.1,NA,NA,NA,NA,NA,NA,NA,NA,can you put this inside the car?
XS_1208,car,7,32.5,452.5,NA,NA,NA,NA,NA,NA,1,NA,where's the car going?
XS_1208,manu,8,6.1,486.1,NA,NA,NA,NA,NA,NA,NA,NA,the manu?
XS_1208,manu,8,7.8,487.8,NA,NA,NA,NA,NA,NA,NA,NA,is that the manu?
XS_1208,manu,9,21.3,561.3,NA,NA,NA,NA,NA,NA,NA,NA,can you make music with this manu?
XS_1211,zem,0,0.6,0.6,1,NA,NA,NA,NA,1,NA,NA,want play with zem?
XS_1211,ball,0,3.3,3.3,NA,NA,NA,NA,NA,1,NA,NA,you want the ball?
XS_1211,zem,0,9.1,9.1,NA,NA,NA,NA,NA,1,NA,NA,zem's funny.
XS_1211,zem,0,23.8,23.8,NA,NA,NA,NA,NA,1,NA,NA,you want to brush your toes with a zem?
XS_1211,ball,0,35.5,35.5,NA,NA,NA,NA,NA,NA,NA,NA,let's put the let's put the ball under the pillow.
XS_1211,ball,0,46.4,46.4,NA,NA,NA,NA,NA,NA,NA,NA,move the pillow can you get the ball?
XS_1211,ball,0,48.1,48.1,NA,NA,NA,NA,NA,NA,NA,NA,can you get the ball?
XS_1211,zem,1,7.3,67.3,NA,NA,NA,NA,NA,NA,NA,NA,the zem is gonna tickle you.
XS_1211,zem,1,18.3,78.3,NA,NA,NA,NA,NA,NA,NA,NA,let's put the zem inside.
XS_1211,ball,1,30.5,90.5,NA,NA,NA,NA,NA,1,NA,NA,now you want the ball?
XS_1211,ball,1,32.3,92.3,NA,NA,NA,NA,NA,1,NA,NA,look we can bounce the ball.
XS_1211,ball,1,33.8,93.8,NA,NA,NA,NA,NA,NA,NA,NA,can you bounce the ball?
XS_1211,zem,1,50.2,110.2,NA,NA,NA,NA,NA,1,NA,NA,where's the zem?
XS_1211,ball,2,23.6,143.6,NA,NA,NA,NA,NA,1,NA,NA,can you get the ball?
XS_1211,ball,2,25.2,145.2,NA,NA,NA,NA,NA,1,NA,NA,can you give the ball to grandma?
XS_1211,ball,2,31.2,151.2,NA,NA,NA,NA,NA,NA,NA,NA,give the ball to grandma.
XS_1211,zem,2,36.1,156.1,NA,NA,NA,NA,NA,NA,NA,NA,can you give the zem to grandma?
XS_1211,zem,2,40.3,160.3,1,NA,NA,NA,NA,NA,NA,NA,go get the zem.
XS_1211,ball,2,59.9,179.9,NA,NA,NA,NA,NA,1,NA,NA,we could hit the ball with it.
XS_1211,ball,3,3.8,183.8,NA,NA,NA,NA,NA,NA,NA,NA,where'd the ball go?
XS_1211,ball,3,6.2,186.2,NA,NA,NA,NA,NA,1,NA,NA,go get the ball natty.
XS_1211,ball,3,8.8,188.8,NA,NA,NA,NA,NA,1,NA,NA,can you bring grandma the ball?
XS_1211,ball,3,14.9,194.9,NA,NA,NA,NA,NA,1,NA,NA,can you bring the ball to grandma?
XS_1211,zem,3,17.2,197.2,NA,NA,NA,NA,NA,1,NA,NA,oh I want the zem?
XS_1211,ball,3,18.4,198.4,NA,NA,NA,NA,NA,1,NA,NA,can I have the ball now too?
XS_1211,ball,3,20.2,200.2,NA,NA,NA,NA,NA,1,NA,NA,go get the ball.
XS_1211,car,3,32.8,212.8,1,NA,NA,NA,NA,NA,NA,1,car.
XS_1211,car,3,40.3,220.3,NA,NA,NA,NA,NA,NA,NA,NA,that's a car.
XS_1211,manu,3,45.1,225.1,NA,NA,NA,NA,NA,NA,1,NA,this is a manu.
XS_1211,manu,3,46.8,226.8,NA,NA,NA,NA,NA,NA,NA,NA,you want to play with manu?
XS_1211,car,3,52.5,232.5,NA,NA,NA,NA,NA,NA,NA,NA,you gonna put the car in it?
XS_1211,car,3,53.6,233.6,NA,NA,NA,NA,NA,NA,NA,NA,I don't think the car's gonna fit.
XS_1211,brush,4,6.3,246.3,NA,NA,NA,NA,NA,NA,NA,NA,you want to play with the brush?
XS_1211,brush,4,10.4,250.4,NA,NA,NA,NA,NA,NA,NA,NA,here we could brush the rug.
XS_1211,brush,4,12.7,252.7,NA,NA,NA,NA,NA,NA,NA,NA,you want to play with the brush?
XS_1211,tima,4,14,254,NA,NA,NA,1,NA,NA,NA,NA,and this is a tima.
XS_1211,tima,4,16,256,NA,NA,NA,1,NA,NA,NA,NA,what's a tima?
XS_1211,tima,4,22.2,262.2,NA,NA,NA,NA,NA,NA,NA,NA,tima for your tummy.
XS_1211,brush,4,33.3,273.3,NA,NA,NA,NA,NA,NA,NA,NA,it's a brush.
XS_1211,tima,4,50.4,290.4,NA,NA,NA,NA,NA,NA,NA,NA,let's put the tima over here on the pillow.
XS_1211,brush,5,42.1,342.1,NA,NA,1,NA,NA,NA,NA,NA,you like the brush don't you?
XS_1211,brush,5,48.7,348.7,NA,NA,NA,1,NA,NA,NA,NA,you brush your hair.
XS_1211,tima,6,9.3,369.3,NA,NA,NA,1,NA,NA,NA,NA,I'll tell you story about tima.
XS_1211,tima,6,12.3,372.3,NA,NA,NA,NA,NA,NA,NA,NA,once upon a time there was a little orange tima and he danced all around the table and he danced right over natty's foot.
XS_1211,brush,6,33.3,393.3,NA,NA,1,NA,NA,NA,NA,NA,you want the brush?
XS_1211,brush,6,35.4,395.4,NA,NA,1,NA,NA,NA,NA,NA,here's a brush it's dancing.
XS_1211,brush,6,50.1,410.1,NA,NA,NA,NA,NA,NA,NA,NA,that's a big brush isn't it?
XS_1211,manu,7,45.8,465.8,NA,NA,NA,NA,NA,NA,NA,1,this one's called manu.
XS_1211,manu,7,47.5,467.5,NA,NA,NA,NA,NA,NA,NA,1,this is a manu it goes around.
XS_1211,car,8,1.1,481.1,NA,NA,NA,NA,NA,NA,NA,NA,you want a car?
XS_1211,car,8,27.6,507.6,NA,NA,NA,NA,NA,NA,1,NA,that's a silly car.
XS_1211,car,8,31.6,511.6,NA,NA,NA,NA,NA,NA,1,NA,where's the car's eyes?
XS_1211,car,8,35,515,NA,NA,NA,NA,NA,NA,NA,NA,that's right where's the car's wheels?
XS_1211,manu,8,43.9,523.9,NA,NA,NA,NA,NA,NA,1,NA,and this one's a manu.
XS_1211,zem,9,18.4,558.4,1,NA,NA,NA,NA,NA,NA,NA,how about the zem I like the zem.
XS_1211,zem,9,19.3,559.3,1,NA,NA,NA,NA,NA,NA,NA,
XS_1211,zem,9,30.8,570.8,1,NA,NA,NA,NA,NA,NA,NA,get the zem and bring it to grandma.
XS_1211,zem,9,39.3,579.3,1,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1216,zem,0,16,16,NA,NA,NA,NA,NA,NA,NA,NA,can you say zem?
XS_1216,ball,0,23,23,NA,NA,NA,NA,NA,1,NA,NA,you want to play ball?
XS_1216,ball,1,4,64,NA,NA,NA,NA,NA,1,NA,NA,is that a ball?
XS_1216,ball,1,5,65,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1216,ball,1,17,77,1,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1216,ball,1,26,86,NA,NA,NA,NA,NA,NA,NA,NA,can you throw the ball?
XS_1216,ball,2,25,145,NA,NA,NA,NA,NA,NA,NA,NA,purple ball?
XS_1216,ball,2,40,160,NA,NA,NA,NA,NA,1,NA,NA,do you want the ball or zem?
XS_1216,zem,2,40,160,NA,NA,NA,NA,NA,1,NA,NA,
XS_1216,car,5,36,336,NA,NA,NA,NA,NA,NA,NA,NA,yeah we have a car.
XS_1216,manu,5,45,345,NA,NA,NA,NA,NA,NA,1,NA,oh it's a manu.
XS_1216,manu,6,1,361,NA,NA,NA,NA,NA,NA,1,NA,yeah can you say manu?
XS_1216,manu,6,2,362,NA,NA,NA,NA,NA,NA,1,NA,manu.
XS_1216,car,6,10,370,NA,NA,NA,NA,NA,NA,NA,1,a car.
XS_1216,car,6,28,388,NA,NA,NA,NA,NA,NA,NA,1,car.
XS_1216,car,6,58,418,NA,NA,NA,NA,NA,NA,NA,1,is that a car?
XS_1216,car,7,40,460,NA,NA,NA,NA,NA,NA,NA,1,car.
XS_1216,car,7,42,462,NA,NA,NA,NA,NA,NA,NA,1,car.
XS_1216,manu,8,59,539,NA,NA,NA,NA,NA,NA,1,NA,a manu?
XS_1216,car,9,17,557,NA,NA,NA,NA,NA,NA,NA,1,there's the car.
XS_1216,manu,10,34,634,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1216,manu,10,37,637,NA,NA,NA,NA,NA,NA,1,NA,is that a manu?
XS_1216,car,11,42,702,NA,NA,NA,NA,NA,NA,NA,NA,where's the car?
XS_1216,car,11,43,703,NA,NA,NA,NA,NA,NA,NA,NA,where's the car?
XS_1216,tima,15,10,910,NA,NA,NA,NA,NA,NA,NA,NA,this is called tima.
XS_1216,brush,15,13,913,NA,NA,1,1,NA,NA,NA,NA,and a brush.
XS_1216,brush,15,25,925,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1216,brush,15,31,931,NA,NA,1,NA,NA,NA,NA,NA,is that a brush?
XS_1218,ball,0,8,8,1,NA,NA,NA,NA,1,NA,NA,ball.
XS_1218,car,1,0,60,NA,NA,NA,NA,NA,NA,1,NA,car.
XS_1218,manu,1,55,115,NA,NA,NA,NA,NA,NA,NA,NA,the manu?
XS_1218,tima,2,21,141,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1218,tima,2,54,174,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1218,tima,2,56,176,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1218,brush,3,4,184,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1218,manu,3,37,217,NA,NA,NA,NA,NA,NA,1,NA,manu.
XS_1218,manu,3,47,227,NA,NA,NA,NA,NA,NA,1,NA,manu.
XS_1218,car,5,6,306,NA,NA,NA,NA,NA,NA,1,1,car.
XS_1218,zem,6,47,407,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1218,tima,6,53,413,NA,NA,NA,NA,NA,NA,NA,NA,do you want tima?
XS_1218,manu,7,54,474,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1218,manu,7,55,475,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1218,zem,8,47,527,NA,NA,NA,NA,NA,NA,NA,NA,this is zem.
XS_1218,zem,8,50,530,1,NA,NA,1,NA,NA,NA,NA,zem.
XS_1218,zem,8,52,532,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1218,zem,8,53,533,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1218,zem,9,44,584,1,NA,NA,1,NA,NA,NA,NA,zem.
XS_1218,zem,9,46,586,1,NA,NA,1,NA,NA,NA,NA,zem.
XS_1218,zem,11,1,661,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1219,ball,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,do you have the ball?
XS_1219,ball,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,ball?
XS_1219,zem,0,44,44,NA,NA,NA,NA,NA,NA,NA,NA,do you want to play with the zem?
XS_1219,zem,0,45,45,1,NA,NA,NA,NA,NA,NA,NA,zem?
XS_1219,zem,0,48,48,1,NA,NA,NA,NA,NA,NA,NA,zem?
XS_1219,ball,0,54,54,NA,NA,NA,NA,NA,NA,NA,NA,do you want the ball?
XS_1219,ball,0,58,58,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1219,zem,1,21,81,1,NA,NA,NA,NA,NA,NA,NA,do you want to play with the zem?
XS_1219,zem,1,23,83,1,NA,NA,NA,NA,NA,NA,NA,zem?
XS_1219,zem,1,27,87,1,NA,NA,NA,NA,1,NA,NA,you wanna play with the zem?
XS_1219,zem,1,36,96,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1219,zem,1,51,111,1,NA,NA,NA,NA,NA,NA,NA,do you want the zem?
XS_1219,ball,1,56,116,NA,NA,NA,NA,NA,NA,NA,NA,do you want the ball?
XS_1219,ball,1,59,119,NA,NA,NA,NA,NA,NA,NA,NA,do you want the ball?
XS_1219,ball,2,5,125,NA,NA,NA,NA,NA,1,NA,NA,do you want to get the ball?
XS_1219,zem,2,19,139,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1219,zem,2,29,149,NA,NA,NA,NA,NA,1,NA,NA,zem?
XS_1219,zem,2,53,173,NA,NA,NA,NA,NA,1,NA,NA,you want to keep playing with the zem?
XS_1219,zem,2,54,174,NA,NA,NA,NA,NA,1,NA,NA,zem?
XS_1219,car,3,17,197,NA,NA,NA,NA,NA,NA,NA,NA,how about a car and a tima?
XS_1219,tima,3,19,199,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1219,car,3,28,208,NA,NA,NA,NA,NA,NA,NA,1,look at the car.
XS_1219,tima,3,30,210,NA,NA,NA,NA,NA,NA,NA,1,and the tima.
XS_1219,tima,3,34,214,NA,NA,NA,1,NA,NA,NA,NA,you want the tima?
XS_1219,tima,4,7,247,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1219,car,4,51,291,NA,NA,NA,NA,NA,NA,NA,NA,did you find the car?
XS_1219,car,5,15,315,NA,NA,NA,NA,NA,NA,NA,NA,do you have the car?
XS_1219,tima,5,46,346,NA,NA,NA,1,NA,NA,NA,NA,the tima?
XS_1219,tima,5,48,348,NA,NA,NA,1,NA,NA,NA,NA,tima?
XS_1219,tima,5,55,355,NA,NA,NA,NA,NA,NA,NA,1,tima?
XS_1219,car,6,7.1,367.1,NA,NA,NA,NA,NA,NA,NA,NA,oh the car fell down.
XS_1219,car,6,12,372,NA,NA,NA,NA,NA,NA,NA,NA,car.
XS_1219,car,6,16,376,NA,NA,NA,NA,NA,NA,NA,NA,is the car crashing into the tima?
XS_1219,tima,6,17,377,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1219,car,6,29,389,NA,NA,NA,1,NA,NA,NA,NA,make the car go through the tima.
XS_1219,tima,6,30,390,NA,NA,NA,1,NA,NA,NA,NA,
XS_1219,car,6,32,392,NA,NA,NA,NA,NA,NA,NA,NA,make the car go through the tima.
XS_1219,tima,6,32,392,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1219,tima,7,39,459,NA,NA,NA,NA,NA,NA,NA,NA,do you want to play with the tima?
XS_1219,tima,7,40,460,NA,NA,NA,NA,NA,NA,NA,NA,want to play with the tima?
XS_1219,tima,7,47,467,NA,NA,NA,NA,NA,NA,NA,NA,can you go get the tima?
XS_1219,tima,8,17,497,NA,NA,NA,NA,NA,NA,NA,NA,do you want to go play with the tima?
XS_1219,tima,8,19,499,NA,NA,NA,NA,NA,NA,NA,1,where's the tima?
XS_1219,tima,8,20,500,NA,NA,NA,NA,NA,NA,NA,NA,where's the tima?
XS_1219,tima,8,23,503,NA,NA,NA,NA,NA,NA,NA,1,where's the tima?
XS_1219,tima,8,31,511,NA,NA,NA,NA,NA,NA,NA,1,want to get the tima?
XS_1219,tima,8,41,521,NA,NA,NA,NA,NA,NA,NA,1,you found the tima.
XS_1219,manu,9,12,552,NA,NA,NA,NA,NA,NA,NA,NA,here's a manu and a brush.
XS_1219,brush,9,13,553,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1219,manu,9,16,556,NA,NA,1,NA,NA,NA,1,NA,do you want the manu or the brush?
XS_1219,brush,9,17,557,NA,NA,1,NA,NA,NA,1,NA,
XS_1219,manu,9,19,559,NA,NA,1,NA,NA,NA,NA,NA,manu.
XS_1219,brush,9,21,561,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1219,brush,9,26,566,NA,NA,1,NA,NA,NA,NA,NA,brush?
XS_1219,manu,9,32,572,NA,NA,NA,NA,NA,NA,1,NA,manu.
XS_1219,manu,9,40,580,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1219,manu,10,10,610,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1219,manu,10,27,627,NA,NA,NA,NA,NA,NA,1,NA,do you want to turn the manu?
XS_1219,manu,10,35,635,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1219,manu,10,37,637,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1219,manu,10,44,644,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1219,brush,11,1,661,NA,NA,NA,NA,NA,NA,NA,NA,did you stick the brush in it?
XS_1219,manu,11,9,669,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1219,manu,11,13,673,NA,NA,NA,NA,NA,NA,NA,NA,here's your manu.
XS_1219,manu,11,14,674,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1219,manu,11,34,694,NA,NA,NA,NA,NA,NA,1,NA,manu?
XS_1219,manu,12,55.4,775.4,NA,NA,NA,NA,NA,NA,1,NA,where's the manu?
XS_1219,manu,12,56.5,776.5,NA,NA,NA,NA,NA,NA,1,NA,where's the manu?
XS_1219,manu,13,0,780,NA,NA,NA,NA,NA,NA,NA,NA,where's the manu?
XS_1219,brush,14,7,847,NA,NA,NA,NA,NA,NA,NA,NA,should we put the brush away?
XS_1219,manu,14,19,859,NA,NA,NA,NA,NA,NA,NA,NA,do you want the manu?
XS_1219,manu,14,40,880,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1219,brush,14,45,885,NA,NA,NA,NA,NA,NA,NA,NA,you found the brush again.
XS_1219,tima,14,53,893,NA,NA,NA,NA,NA,NA,NA,NA,do you want your tima back?
XS_1219,tima,14,55,895,NA,NA,1,NA,NA,NA,NA,NA,do you want your tima back?
XS_1219,tima,15,1,901,NA,NA,NA,1,NA,NA,NA,NA,do you want want the tima?
XS_1222,ball,0,6.3,6.3,1,NA,NA,NA,NA,NA,NA,NA,is that a ball?
XS_1222,ball,0,8.1,8.1,1,NA,NA,NA,NA,NA,NA,NA,is that a ball?
XS_1222,ball,0,9.8,9.8,1,NA,NA,NA,NA,NA,NA,NA,are you eating the ball?
XS_1222,ball,0,11.2,11.2,1,NA,NA,NA,NA,NA,NA,NA,can you give the ball to mama?
XS_1222,ball,0,16.7,16.7,1,NA,NA,NA,NA,NA,NA,NA,can you take the ball back?
XS_1222,tima,0,28,28,1,NA,NA,NA,NA,NA,NA,NA,that's a tima.
XS_1222,tima,0,30.5,30.5,1,NA,NA,NA,NA,NA,NA,NA,a tima.
XS_1222,ball,0,51.1,51.1,NA,NA,NA,NA,NA,NA,NA,NA,you're getting the ball?
XS_1222,ball,1,4.6,64.6,NA,NA,NA,NA,NA,NA,NA,NA,give the ball to mama.
XS_1222,ball,1,17,77,NA,NA,NA,NA,NA,NA,NA,NA,give the ball to mama.
XS_1222,ball,1,21,81,NA,NA,NA,NA,NA,NA,NA,NA,it's a purple ball.
XS_1222,ball,1,22.9,82.9,NA,NA,NA,NA,NA,NA,NA,NA,do you like that ball?
XS_1222,ball,1,29.5,89.5,NA,NA,NA,NA,NA,NA,NA,NA,let's put the ball back.
XS_1222,car,1,36.8,96.8,NA,NA,NA,NA,NA,NA,NA,NA,that's the car.
XS_1222,car,1,44.6,104.6,NA,NA,NA,NA,NA,NA,NA,NA,oh no the car flipped over.
XS_1222,manu,2,27.2,147.2,NA,NA,NA,NA,NA,NA,NA,NA,it's called manu.
